Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions
TAMAN SERI AMAN,Masjid Tanah,Melaka,Freehold,Terrace House,200000.0,142.0,19
TAMAN KLUANG INDAH,Kluang,Johor,Freehold,Terrace House,250000.0,209.0,19
TAMAN SRI MAWAR I,Seremban,Negeri Sembilan,Freehold,Terrace House,250000.0,182.0,19
TAMAN SAUJANA INDAH,Bukit Katil,Melaka,Freehold,"Terrace House, Semi D, Town House",315000.0,194.0,19
TAMAN MUDA,Ampang,Selangor,Leasehold,Terrace House,500000.0,590.0,19
SEKSYEN 3 BANDAR BARU BANGI,Bangi,Selangor,Leasehold,Terrace House,590000.0,357.0,19
TAMAN CHERAS JAYA,Balakong,Selangor,Leasehold,Terrace House,425000.0,249.0,19
KOTA WARISAN,Dengkil,Selangor,Freehold,"Semi D, Terrace House",500000.0,260.0,19
TAMAN PUTERI,Kluang,Johor,Freehold,Terrace House,160000.0,128.0,19
TAMAN MALIHAH,Kuching,Sarawak,Leasehold,Terrace House,248000.0,133.0,19
Arcoris Residences,Mont Kiara,Kuala Lumpur,Freehold,Service Residence,1010000.0,1106.0,19
Putri Ria Apartment,Masai,Johor,Freehold,Apartment,265000.0,281.0,19
Sky View,Iskandar Puteri (Nusajaya),Johor,Freehold,Service Residence,410000.0,515.0,19
Taman Setia Jaya,Alor Setar,Kedah,Freehold,Flat,68000.0,124.0,19
28 Mont Kiara @ MK28,Mont Kiara,Kuala Lumpur,Freehold,Condominium,2050000.0,756.0,19
Prima Setapak Flat,Setapak,Kuala Lumpur,Leasehold,"Flat, Condominium",350000.0,301.0,19
The Spring,Jelutong,Penang,Leasehold,Condominium,520000.0,551.0,19
Vista Lavender,Bandar Kinrara,Selangor,Leasehold,Apartment,200000.0,235.0,19
The Capers @ Sentul East,Sentul,Kuala Lumpur,Freehold,Condominium,760000.0,590.0,19
Seri Mutiara,Setia Alam,Selangor,Freehold,Apartment,330000.0,348.0,19
Taman Penampang Apartment,Penampang,Sabah,Leasehold,Apartment,340000.0,336.0,19
Vista Seri Melalin,Tuaran,Sabah,Leasehold,Apartment,290000.0,287.0,19
Selesa I Resort Apartment (Pangsapuri Damai Mewah B),Kajang,Selangor,Freehold,Apartment,290000.0,302.0,19
Taman Ketiau,Penampang,Sabah,Leasehold,Flat,190000.0,284.0,19
Miami Green,Batu Ferringhi,Penang,Freehold,Condominium,530000.0,447.0,19
Pelangi Heights,Klang,Selangor,Freehold,Apartment,375000.0,325.0,19
Sandilands,Georgetown,Penang,Freehold,Condominium,838000.0,623.0,19
Taman Melor,Tampoi,Johor,Leasehold,Flat,115000.0,232.0,19
Apartment Dahlia,Serendah,Selangor,Freehold,Flat,65000.0,86.0,19
TAMAN PD UTAMA,Port Dickson,Negeri Sembilan,Freehold,Terrace House,195000.0,136.0,18
SS18,Subang Jaya,Selangor,Freehold,"Terrace House, Semi D",810000.0,463.0,18
SS1 PETALING JAYA,Petaling Jaya,Selangor,Freehold,"Bungalow, Terrace House",1365000.0,310.0,18
KAJANG 2,Semenyih,Selangor,Freehold,Terrace House,869000.0,603.0,18
TAMAN JASA RIA (JESSELTON HILLS),Bukit Mertajam,Penang,Freehold,Semi D,1043800.0,336.0,18
TAMAN SEJATI LAKESIDE,Cyberjaya,Selangor,Freehold,Terrace House,1311150.0,587.0,18
TAMAN SERI DAGANG 3,Tanjong Duabelas,Selangor,Leasehold,"Semi D, Terrace House",386500.0,189.0,18
PERUMAHAN MAKMUR KUALA LANAR JAYA,Kuala Lipis,Pahang,Leasehold,Semi D,150000.0,48.0,18
PEARL IMPIANA,Simpang Ampat,Penang,Freehold,"Terrace House, Semi D",637000.0,504.0,18
TAMAN JASA INTAN FASA II,Bukit Mertajam,Penang,Freehold,Terrace House,788800.0,434.0,18
"P/L 1280, KAMPUNG KOLAM",Rompin,Pahang,Freehold,Terrace House,210000.0,129.0,18
BK 2 - PERUMAHAN KINRARA,Bandar Kinrara,Selangor,Freehold,Terrace House,674000.0,463.0,18
TAMAN SUNGAI RAMBAI DAMAI,Sungai Rambai,Melaka,Leasehold,Terrace House,304200.0,154.0,18
TROPICANA GOLF & COUNTRY RESORT,Tropicana,Selangor,Leasehold,"Town House, Bungalow, Terrace House",2550000.0,580.0,18
TAMAN MACHANG BUBOK,Bukit Mertajam,Penang,Freehold,Terrace House,480000.0,387.0,18
TAMAN SUBANG MEWAH,Subang Jaya,Selangor,Leasehold,Terrace House,665000.0,370.0,18
BUKIT ANGGERIK,Cheras,Kuala Lumpur,Leasehold,Terrace House,493000.0,308.0,18
TAMAN SIMPANG BERSATU,Taiping,Perak,Freehold,Terrace House,528800.0,317.0,18
TAMAN IPOH JAYA,Ipoh,Perak,Leasehold,Terrace House,234000.0,250.0,18
TAMAN BANDAR BARU LAHAT,Lahat,Perak,Leasehold,Terrace House,255100.0,239.0,18
BANDAR BARU SELAYANG,Selayang,Selangor,Leasehold,Terrace House,650000.0,396.0,18
BANDAR MANJALARA,Bandar Menjalara,Kuala Lumpur,Leasehold,Terrace House,850000.0,599.0,18
TAMAN SUNGAI BESI INDAH,Seri Kembangan,Selangor,"Leasehold, Freehold","Terrace House, Bungalow",480000.0,352.0,18
TAMAN INTAN PERDANA,Telok Kemang,Negeri Sembilan,"Freehold, Leasehold",Terrace House,220000.0,154.0,18
MEDAN KLEBANG RESTU,Chemor,Perak,Freehold,Terrace House,235000.0,172.0,18
TAMAN PERTAMA INDAH ~ JALAN BAKRI,Bakri,Johor,Freehold,Terrace House,820000.0,373.0,18
PRIMA SP BAIDURI (SP 1),Sungai Petani,Kedah,Freehold,Terrace House,270000.0,179.0,18
DESA PINGGIRAN PUTRA,Dengkil,Selangor,Leasehold,"Bungalow, Terrace House",402500.0,203.0,18
PUTRAJAYA PRESINT 14,Putrajaya,Putrajaya,Freehold,"Bungalow, Terrace House",1260000.0,569.0,18
TAMAN BEMBAN RAYA,Batu Gajah,Perak,Leasehold,Terrace House,238000.0,154.0,18
TAMAN DESA,Taman Desa,Kuala Lumpur,Freehold,Terrace House,1425000.0,672.0,18
TAMAN KEMPAS,Tampoi,Johor,Freehold,Terrace House,390000.0,311.0,18
PUTRAJAYA PRESINT 11,Putrajaya,Putrajaya,Freehold,"Semi D, Terrace House",880000.0,465.0,18
TAMAN GEMBIRA,Klang,Selangor,Freehold,Terrace House,532500.0,323.0,18
TAMAN SALAK IDAMAN,Sepang,Selangor,Freehold,Terrace House,396500.0,274.0,18
Taman Desa Ilmu,Kota Samarahan,Sarawak,Leasehold,"Apartment, Flat",170000.0,259.0,18
Impian Senibong Apartment,Permas Jaya,Johor,Leasehold,Apartment,375000.0,367.0,18
Taman Bukit Jambul,Bukit Jambul,Penang,Freehold,Flat,263000.0,311.0,18
Tropez Residences,Johor Bahru,Johor,Freehold,Service Residence,395000.0,508.0,18
Casa Subang,Subang Jaya,Selangor,Freehold,Service Residence,550000.0,516.0,18
The Pines Residence,Gelang Patah,Johor,Leasehold,Apartment,330000.0,325.0,18
Flat Taman Alam Megah,Shah Alam,Selangor,Freehold,Flat,169000.0,280.0,18
Forest Green,Bandar Sungai Long,Selangor,Freehold,Condominium,600000.0,599.0,18
Jentayu,Skudai,Johor,Freehold,Flat,130000.0,195.0,18
Balau,Masai,Johor,Freehold,Flat,146000.0,228.0,18
Park Avenue,Tampoi,Johor,Leasehold,Apartment,183750.0,267.0,18
Amadesa Resort Condominium,Desa Petaling,Kuala Lumpur,Leasehold,Condominium,350000.0,323.0,18
Angsana,Subang Jaya,Selangor,Leasehold,Flat,211000.0,321.0,18
PD Marina World Resort,Port Dickson,Negeri Sembilan,Freehold,Condominium,90500.0,138.0,18
10 Mont Kiara @ MK10,Mont Kiara,Kuala Lumpur,Freehold,Condominium,3350000.0,897.0,18
Pangsapuri Baiduri,Beranang,Selangor,Freehold,Flat,119000.0,170.0,18
Sky Oasis Residence (Pangsapuri Oasis 1),Johor Bahru,Johor,Freehold,Service Residence,400000.0,459.0,18
Sky Loft Premium Suites,Iskandar Puteri (Nusajaya),Johor,Freehold,Service Residence,550000.0,442.0,18
Bukit Cheras,Cheras,Kuala Lumpur,Freehold,Flat,160000.0,263.0,18
Verve Suites KL South,Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Freehold,Service Residence,778800.0,1097.0,18
Seri Puteri Hills,Puchong,Selangor,Freehold,Condominium,1109000.0,686.0,18
TAMAN KULIM TECHNOCITY FASA 1,Kulim,Kedah,Freehold,Terrace House,320000.0,222.0,17
SUNWAY ALAM SURIA,Shah Alam,Selangor,Leasehold,Terrace House,700000.0,395.0,17
SS21 DAMANSARA UTAMA,Petaling Jaya,Selangor,Freehold,Terrace House,1140000.0,689.0,17
PJS 9,Bandar Sunway,Selangor,Leasehold,Terrace House,940000.0,549.0,17
NUSARI AMAN 2,Bandar Sri Sendayan,Negeri Sembilan,Freehold,"Semi D, Terrace House",500000.0,227.0,17
ECO HORIZON (FASA1),Batu Kawan,Penang,Freehold,Terrace House,1000000.0,556.0,17
HIJAUAN SELAYANG,Selayang,Selangor,Leasehold,Terrace House,1498800.0,1071.0,17
TAMAN TOPAZ @ SELANGORKU,Dengkil,Selangor,Freehold,Terrace House,250000.0,192.0,17
TAMAN KUALA LIPIS,Kuala Lipis,Pahang,Freehold,Terrace House,275000.0,179.0,17
SENTRAL BEHRANG,Ulu Bernam,Perak,Leasehold,"Terrace House, Cluster House",398888.0,285.0,17
TROPICANA HEIGHTS,Kajang,Selangor,Freehold,"Town House, Terrace House",833300.0,455.0,17
TAMAN JASMIN [SENAWANG],Senawang,Negeri Sembilan,Leasehold,"Town House, Terrace House",150000.0,153.0,17
TAMAN CERMAI,Muar,Johor,Freehold,Terrace House,895000.0,630.0,17
TAMAN MANTAU INDAH,Seremban 2,Negeri Sembilan,Freehold,Terrace House,300000.0,200.0,17
TAMAN WARISAN HIJAUAN,Dengkil,Selangor,"Leasehold, Freehold",Terrace House,493000.0,261.0,17
SHAHZAN,Kuantan,Pahang,Freehold,Terrace House,310000.0,210.0,17
BANDAR BARU BUKIT MENTOK,Kemaman,Terengganu,Leasehold,Terrace House,213000.0,113.0,17
TAMAN DESA BIDARA,Kuala Ketil,Kedah,Freehold,Terrace House,215000.0,144.0,17
SEKSYEN 8 BANDAR BARU BANGI,Bangi,Selangor,Leasehold,Terrace House,590000.0,384.0,17
DANGA SUTERA,Skudai,Johor,Freehold,"Terrace House, Semi D",892000.0,531.0,17
TAMAN DESA LANG INDAH,Ipoh,Perak,"Freehold, Leasehold",Terrace House,528800.0,315.0,17
USJ 5,Subang Jaya,Selangor,Freehold,"Semi D, Bungalow, Terrace House",1600000.0,569.0,17
TAMAN PERMATA PENAWAR,Pengerang,Johor,Leasehold,Terrace House,386200.0,272.0,17
TAMAN SRI UNAS 2,Muar,Johor,Freehold,"Bungalow, Semi D",394000.0,155.0,17
TAMAN HALAMAN INDAH,Sungai Jawi,Penang,Freehold,Terrace House,340000.0,248.0,17
TAMAN BUKIT MEWAH,Tampoi,Johor,Freehold,Terrace House,540000.0,415.0,17
TAMAN SCIENTEX KULAI 2,Kulai,Johor,Freehold,"Terrace House, Cluster House",440000.0,281.0,17
TAMAN DESA CEMPAKA,Nilai,Negeri Sembilan,Freehold,Terrace House,350000.0,200.0,17
TAMAN SRI BAYU,Sepang,Selangor,Freehold,"Semi D, Terrace House",267000.0,123.0,17
P/L 3214 JALAN KEBUN,Klang,Selangor,Freehold,Semi D,599800.0,248.0,17
TAMAN SUTERA,Kulai,Johor,Freehold,Terrace House,360000.0,268.0,17
ARA DAMANSARA,Ara Damansara,Selangor,Freehold,"Bungalow, Terrace House",1300000.0,729.0,17
TAMAN SERAI WANGI,Padang Serai,Kedah,Freehold,Terrace House,270000.0,209.0,17
TAMAN LEMBAH MERBOK,Merbok,Kedah,Freehold,Terrace House,210000.0,150.0,17
TAMAN SRI WANG,Sungai Petani,Kedah,Freehold,Terrace House,200000.0,177.0,17
OFF JALAN MERU,Klang,Selangor,Freehold,Terrace House,500000.0,274.0,17
USJ 9,Subang Jaya,Selangor,Freehold,Terrace House,850000.0,484.0,17
TAMAN PUCHONG INDAH,Puchong,Selangor,Leasehold,Terrace House,400000.0,334.0,17
TAMAN BERTAM SETIA,Tanjong Minyak,Melaka,Freehold,"Terrace House, Semi D",344000.0,203.0,17
TAMAN KASTURI,Sitiawan,Perak,Freehold,Terrace House,623800.0,357.0,17
TAMAN MEWAH JAYA,Klang,Selangor,Freehold,Terrace House,450000.0,320.0,17
TAMAN VISTA KIRANA,Bukit Katil,Melaka,Leasehold,"Bungalow, Semi D",707000.0,136.0,17
TAMAN AIR KEROH FASA 1-3,Bukit Katil,Melaka,Leasehold,Terrace House,220000.0,159.0,17
TABUAN HEIGHTS,Kuching,Sarawak,Freehold,Terrace House,700000.0,302.0,17
TAMAN MANTIN PUTRA,Mantin,Negeri Sembilan,Freehold,"Semi D, Terrace House",550000.0,160.0,17
TWIN PALM,Cheras,Selangor,Freehold,Bungalow,2700000.0,506.0,17
TAMAN HILIR,Melaka City,Melaka,Freehold,Terrace House,430000.0,279.0,17
REJANG PARK,Sibu,Sarawak,Leasehold,Terrace House,380000.0,197.0,17
TAMAN KAJANG UTAMA,Kajang,Selangor,Freehold,"Terrace House, Town House",410000.0,293.0,17
TAMAN LEMBAH PERMAI,Sungai Lalang,Kedah,Freehold,Terrace House,230000.0,147.0,17
TAMAN AUSTIN PERDANA,Tebrau,Johor,Freehold,"Semi D, Terrace House",670000.0,434.0,17
Perai Jaya,Perai,Penang,Leasehold,Flat,43000.0,73.0,17
Casa Tropicana,Tropicana,Selangor,Leasehold,Condominium,540000.0,464.0,17
The Pearl (Pearl Point),Jalan Klang Lama (Old Klang Road),Kuala Lumpur,Freehold,Condominium,400000.0,368.0,17
Epic Residence,Johor Bahru,Johor,"Freehold, Leasehold",Apartment,410000.0,328.0,17
Gat Lebuh Macallum,Georgetown,Penang,Leasehold,Flat,175000.0,342.0,17
Sri Putramas III / Royal Regent,Jalan Kuching,Kuala Lumpur,Freehold,Condominium,710000.0,455.0,17
Pangsapuri Permai,Sungai Besi,Kuala Lumpur,Leasehold,Apartment,210000.0,325.0,17
Residensi Warnasari 3,Bandar Puncak Alam,Selangor,Leasehold,Apartment,185000.0,257.0,17
The WaterEdge (Pinggiran Air),Permas Jaya,Johor,Freehold,Condominium,640000.0,555.0,17
Maisson,Ara Damansara,Selangor,Freehold,Service Residence,535000.0,619.0,17
Quayside Condominium,Tanjong Tokong,Penang,Freehold,Condominium,1510000.0,967.0,17
Danau Idaman,Taman Desa,Kuala Lumpur,Leasehold,Condominium,395000.0,422.0,17
Pangsapuri Wira,Cheras,Selangor,Freehold,Apartment,256000.0,313.0,17
Mewah View Luxurious Apartments,Tampoi,Johor,Freehold,Apartment,400000.0,292.0,17
Sunny Ville Condominium,Gelugor,Penang,Freehold,Condominium,390000.0,420.0,17
Taman Desa Relau 2,Relau,Penang,Freehold,Apartment,290000.0,385.0,17
Seri Mengkuang,Gelang Patah,Johor,Leasehold,Apartment,180000.0,226.0,17
Endah Villa,Sri Petaling,Kuala Lumpur,Leasehold,Condominium,360000.0,319.0,17
Pangsapuri Nusa Indah,Bukit Mertajam,Penang,Freehold,Apartment,130000.0,173.0,17
Impiana,Iskandar Puteri (Nusajaya),Johor,Freehold,Apartment,460000.0,415.0,17
D'Cassia,Semenyih,Selangor,Freehold,Apartment,260000.0,306.0,17
Angkasa Apartment,Kota Kinabalu,Sabah,Leasehold,Apartment,300000.0,353.0,17
Desa Palma,Nilai,Negeri Sembilan,Freehold,Apartment,180000.0,228.0,17
Taman Soga,Batu Pahat,Johor,Freehold,Flat,85000.0,138.0,17
Menara U,Shah Alam,Selangor,Leasehold,Service Residence,335000.0,586.0,17
Desa Green,Taman Desa,Kuala Lumpur,Freehold,Service Residence,480000.0,624.0,17
Menara Menjalara,Bandar Menjalara,Kuala Lumpur,Freehold,Condominium,430000.0,400.0,17
Kenari,Skudai,Johor,Freehold,Flat,130000.0,198.0,17
Flat Bukit Indah,Iskandar Puteri (Nusajaya),Johor,Freehold,Flat,200000.0,266.0,17
Idaman Senibong,Permas Jaya,Johor,Leasehold,Apartment,290000.0,344.0,17
Taman Anika,Melaka City,Melaka,Leasehold,Flat,78000.0,138.0,17
Verve Suites,Mont Kiara,Kuala Lumpur,Freehold,Service Residence,719000.0,885.0,17
Permas Ville Apartment,Permas Jaya,Johor,Freehold,Apartment,400000.0,345.0,17
Perdana Exclusive,Damansara Perdana,Selangor,Leasehold,Condominium,340000.0,380.0,17
Leader Garden,Tanjung Bungah,Penang,Freehold,Condominium,440000.0,396.0,17
Saujana Apartment,Damansara Damai,Selangor,Leasehold,Apartment,220000.0,275.0,17
The Sky Executive Suites,Iskandar Puteri (Nusajaya),Johor,Freehold,Service Residence,460000.0,433.0,17
Apartment Seri Tulip,Serendah,Selangor,Freehold,Apartment,160000.0,198.0,17
TAMAN PERMAIPURA,Bedong,Kedah,Freehold,Terrace House,362000.0,246.0,16
TAMAN BUKIT INDAH,Ulu Klang,Selangor,Leasehold,"Bungalow, Terrace House",717500.0,548.0,16
TAMAN TUNKU MAHERAN,Jitra,Kedah,Freehold,Terrace House,255000.0,168.0,16
SS14,Subang Jaya,Selangor,Freehold,"Semi D, Terrace House",869000.0,390.0,16
M RESIDENCE,Rawang,Selangor,Freehold,Terrace House,623400.0,360.0,16
TAMAN PENGKALAN MINYAK DAMAI,Ayer Molek,Melaka,Freehold,"Terrace House, Cluster House",337834.0,129.0,16
HIJAYU 1,Bandar Sri Sendayan,Negeri Sembilan,Freehold,Terrace House,500000.0,283.0,16
"PRIMA PAHANG KAMPUNG BATU 6, LEPAR",Kuantan,Pahang,Leasehold,"Bungalow, Semi D",152660.0,51.0,16
"ALAM SURIA, PUNCAK ALAM",Bandar Puncak Alam,Selangor,Leasehold,"Terrace House, Cluster House",522500.0,288.0,16
SEREMBAN FOREST HEIGHTS,Ampangan,Negeri Sembilan,Freehold,Terrace House,637500.0,412.0,16
TAMAN COLONIAL,Raub,Pahang,Freehold,Terrace House,470000.0,285.0,16
TAMAN PUCHONG LAGENDA,Puchong,Selangor,Leasehold,Terrace House,1365000.0,947.0,16
YARRA PARK (EASTFIELD),Sungai Petani,Kedah,Freehold,Terrace House,405900.0,207.0,16
P/L : 10139,Kuantan,Pahang,Freehold,Terrace House,350000.0,183.0,16
TAMAN DESA SKUDAI,Skudai,Johor,Freehold,Terrace House,455000.0,222.0,16
TAMAN RIANG (SPU),Butterworth,Penang,Freehold,Terrace House,1044400.0,638.0,16
TAMAN SENTOSA PERDANA,Klang,Selangor,Freehold,Terrace House,539000.0,409.0,16
TAMAN DESA DAMAI,Bentong,Pahang,Freehold,Terrace House,240000.0,192.0,16
BANDAR LAHAT MINES,Lahat,Perak,Leasehold,Cluster House,499440.0,232.0,16
TAMAN CEMPAKA (TELUI KIRI),Teloi Kiri,Kedah,Freehold,Terrace House,180000.0,118.0,16
TAMAN SRI GEDONG,Sungai Petani,Kedah,Freehold,Terrace House,232500.0,159.0,16
TAMAN PUCHONG PRIMA,Puchong,Selangor,Freehold,Terrace House,562500.0,451.0,16
CAHAYA ALAM,Shah Alam,Selangor,Leasehold,Terrace House,1209750.0,533.0,16
SAUJANA PERDANA,Ijok,Selangor,Leasehold,Terrace House,500000.0,410.0,16
TAMAN BAGAN,Butterworth,Penang,Freehold,Terrace House,655000.0,389.0,16
TAMAN SRI BUNUT,Tanjong Duabelas,Selangor,Freehold,Terrace House,669000.0,328.0,16
"SEKSYEN 32, SHAH ALAM",Shah Alam,Selangor,Freehold,"Semi D, Terrace House",487500.0,316.0,16
LAKE FIELD - MEADOWS & GLADES,Sungai Besi,Kuala Lumpur,Leasehold,Terrace House,1325000.0,751.0,16
"TAMAN TROPIKA, JEMENTAH",Jementah,Johor,Freehold,Terrace House,385000.0,241.0,16
TAMAN SRI PALOH,Paloh,Johor,Freehold,"Terrace House, Semi D",308000.0,200.0,16
TAMAN APAS PERMAI,Tawau,Sabah,Leasehold,Terrace House,195000.0,117.0,16
TAMAN JAWI JAYA,Sungai Jawi,Penang,Freehold,Semi D,459000.0,195.0,16
BANDAR BARU BARAT,Kampar,Perak,Leasehold,Terrace House,300000.0,270.0,16
BANDAR BARU SEGARI,Lumut,Perak,Leasehold,Cluster House,328000.0,156.0,16
LUYANG PERDANA,Kota Kinabalu,Sabah,Leasehold,"Town House, Semi D, Terrace House",1040000.0,537.0,16
TAMAN INDAH PERMAI,Kota Kinabalu,Sabah,Leasehold,Terrace House,520000.0,335.0,16
TAMAN BATU PAHAT,Batu Pahat,Johor,Freehold,"Terrace House, Semi D",300000.0,167.0,16
TAMAN SELASEH,Batu Caves,Selangor,Leasehold,Terrace House,550000.0,340.0,16
TAMAN JAYA UTAMA,Telok Panglima Garang,Selangor,Freehold,Terrace House,385000.0,302.0,16
TAMAN KULIM UTAMA,Kulim,Kedah,Freehold,"Terrace House, Semi D",490000.0,232.0,16
TAMAN NUSA PERINTIS II,Iskandar Puteri (Nusajaya),Johor,Freehold,Terrace House,498500.0,409.0,16
COUNTRY HEIGHTS,Kajang,Selangor,"Leasehold, Freehold","Town House, Bungalow",499500.0,346.0,16
TAMAN CAHAYA SURIA,Alor Setar,Kedah,Freehold,"Terrace House, Semi D",311111.0,206.0,16
TAMAN MUZAFFAR SHAH,Bukit Katil,Melaka,Leasehold,"Terrace House, Semi D",280000.0,172.0,16
TAMAN MUTIARA MAS,Skudai,Johor,Leasehold,Cluster House,959000.0,420.0,16
TAMAN AUSTIN HEIGHTS,Tebrau,Johor,Freehold,Cluster House,1200000.0,442.0,16
TAMAN GADONG BAHAGIA,Balai Panjang,Melaka,Freehold,Terrace House,312000.0,203.0,16
TAMAN FLORA,Kuala Kedah,Kedah,Freehold,"Semi D, Terrace House",421925.0,189.0,16
TAMAN SRI PUTRA,Banting,Selangor,"Leasehold, Freehold",Terrace House,342500.0,220.0,16
TAMAN SETIAWANGSA,Setiawangsa,Kuala Lumpur,Freehold,Terrace House,1140000.0,593.0,16
TROPICANA INDAH RESORT HOMES,Kota Damansara,Selangor,Leasehold,"Terrace House, Bungalow",2400000.0,630.0,16
TAMAN GUAR PERAHU (TAMAN BERKAT),Kubang Semang,Penang,Freehold,Terrace House,292500.0,241.0,16
TAMAN PELANGI SEMENYIH 2,Beranang,Selangor,Freehold,Terrace House,505000.0,338.0,16
HIJAYU 3,Bandar Sri Sendayan,Negeri Sembilan,Freehold,Terrace House,505000.0,277.0,16
Flat Daisy,Masai,Johor,Leasehold,Flat,138000.0,193.0,16
Symphony Heights (Simfoni Heights),Batu Caves,Selangor,Leasehold,Condominium,380000.0,380.0,16
Sinar Bukit Dumbar,Jelutong,Penang,Freehold,Apartment,305000.0,436.0,16
Tanjong Puteri Apartment,Pasir Gudang,Johor,Freehold,Apartment,170000.0,177.0,16
Nilai 3,Nilai,Negeri Sembilan,Freehold,Apartment,100000.0,135.0,16
Sentrovue,Shah Alam,Selangor,Leasehold,Service Residence,300000.0,356.0,16
Sri Angkasa Apartment,Klang,Selangor,Freehold,Flat,143000.0,221.0,16
Gambier Heights,Gelugor,Penang,Freehold,Apartment,345000.0,486.0,16
Platinum Lake PV 16,Setapak,Kuala Lumpur,Leasehold,Condominium,520000.0,364.0,16
Sejati Ujana,Sandakan,Sabah,Leasehold,Apartment,200000.0,292.0,16
Prima Bayu Apartment,Klang,Selangor,Freehold,Apartment,370000.0,321.0,16
Tasik Heights Apartment,Bandar Tasik Selatan,Kuala Lumpur,Leasehold,Apartment,290000.0,332.0,16
Pangsapuri Subang Suria,Sungai Buloh,Selangor,Leasehold,Apartment,270000.0,342.0,16
SD Tiara Apartment,Bandar Sri Damansara,Selangor,Freehold,Apartment,322500.0,384.0,16
Desa Pinang 2,Jelutong,Penang,Leasehold,Flat,257500.0,423.0,16
Cybersquare,Cyberjaya,Selangor,Freehold,Service Residence,250000.0,476.0,16
Idaman Seroja,Sungai Ara,Penang,Freehold,Apartment,249000.0,383.0,16
VIM 3 @ Desa Park North,Kepong,Kuala Lumpur,Leasehold,Service Residence,412500.0,774.0,16
Desa Bayan Apartment,Bayan Lepas,Penang,Freehold,Apartment,345000.0,486.0,16
Rumah Pangsa Akasia,Ulu Tiram,Johor,Freehold,Flat,135000.0,232.0,16
Pearl Avenue,Kajang,Selangor,Freehold,Condominium,330000.0,301.0,16
Taman Tun Teja,Rawang,Selangor,Leasehold,Flat,215000.0,264.0,16
Desa Intan,Ayer Itam,Penang,Freehold,Flat,195000.0,307.0,16
Vista Angkasa,Pantai,Kuala Lumpur,Leasehold,Apartment,330000.0,406.0,16
Desa Green,Jelutong,Penang,Freehold,Apartment,307500.0,439.0,16
Regency Heights Condo,Sungai Ara,Penang,Freehold,Condominium,502500.0,396.0,16
Golden Hills Resort (Amber Court Apartment),Genting Highlands,Pahang,Freehold,Apartment,211500.0,232.0,16
Taman Suria,Penampang,Sabah,Leasehold,Flat,250000.0,326.0,16
Skyridge Garden,Tanjong Tokong,Penang,Freehold,Condominium,835000.0,633.0,16
Seri Kasturi Apartments,Setia Alam,Selangor,Freehold,Apartment,390000.0,407.0,16
Bandar Baru Uda,Johor Bahru,Johor,Leasehold,Flat,161500.0,289.0,16
Austin Suites (Permata Austin),Tebrau,Johor,Freehold,Apartment,330000.0,462.0,16
Putra Majestik,Jalan Ipoh,Kuala Lumpur,Freehold,Service Residence,500000.0,494.0,16
Seri Baiduri,Setia Alam,Selangor,Freehold,Apartment,357500.0,386.0,16
Ocean View Resort,Port Dickson,Negeri Sembilan,Freehold,"Condominium, Service Residence",84000.0,111.0,16
The Tamarind,Tanjong Tokong,Penang,Freehold,Service Residence,855000.0,767.0,16
Delima Intan Apartment,Bukit Minyak,Penang,Freehold,Apartment,280000.0,356.0,16
Taman Jati,Kulim,Kedah,Freehold,Flat,120000.0,206.0,16
Taman Kajang Perdana,Kajang,Selangor,Leasehold,Flat,42000.0,64.0,16
Endah Ria,Sri Petaling,Kuala Lumpur,Leasehold,Condominium,307500.0,320.0,16
Putatan Platinum Apartment,Penampang,Sabah,Freehold,Apartment,294000.0,346.0,16
Aragreens,Ara Damansara,Selangor,Freehold,Service Residence,1672200.0,874.0,16
Vista Mutiara,Kepong,Kuala Lumpur,Leasehold,Apartment,379000.0,364.0,16
TAMAN PINGGIRAN PUTRA SEKSYEN 2,Seri Kembangan,Selangor,Leasehold,"Terrace House, Bungalow",590000.0,291.0,15
TAMAN AMANAH,Tanjong Duabelas,Selangor,Freehold,Terrace House,425000.0,278.0,15
TAMAN DESA INDAH,Nilai,Negeri Sembilan,Freehold,Terrace House,393000.0,239.0,15
TAMAN TUNKU SARINA,Jitra,Kedah,Freehold,Terrace House,325000.0,182.0,15
SS17,Subang Jaya,Selangor,Freehold,Terrace House,880000.0,471.0,15
NUSARI AMAN 1,Bandar Sri Sendayan,Negeri Sembilan,Freehold,Terrace House,345000.0,247.0,15
HILL PARK HOME,Kajang,Selangor,Freehold,"Terrace House, Semi D",600000.0,407.0,15
TAMAN BUKIT SKUDAI @ D CARLTON HEIGHTS,Skudai,Johor,"Leasehold, Freehold",Cluster House,1050000.0,415.0,15
"P/L 2366, 2367, 3694, 3752 & 4169",Kuantan,Pahang,Freehold,Terrace House,468880.0,305.0,15
"TAMAN SRI MEWAH, MERU",Kapar,Selangor,Freehold,Terrace House,610000.0,441.0,15
KOTA SERIBONG,Padang Enggang,Kelantan,Leasehold,Terrace House,470000.0,361.0,15
TAMAN TASEK GELUGOR UTAMA (SCIENTEX),Tasek Gelugor,Penang,Freehold,Terrace House,310000.0,294.0,15
REGENT PARK,Miri,Sarawak,Leasehold,Terrace House,338888.0,233.0,15
